Dataset,LSA,k,Preprocess,Vectorizer,Part Speech,Stopwords,Model,F1 Score
imdb,True,50.0,lemma,tfidf,noun,True,Random Forest,0.6746406674037592
imdb,True,50.0,lemma,tfidf,noun,True,Gradient Boosting,0.6827270067297376
imdb,True,50.0,lemma,tfidf,noun,True,AdaBoost,0.67923790913532
imdb,True,50.0,stem,frequency,none,False,Decision Tree,0.6381904473391902
imdb,True,50.0,stem,frequency,none,False,Random Forest,0.7586969636034587
imdb,True,50.0,stem,frequency,none,False,Gradient Boosting,0.7646299056135122
imdb,True,50.0,stem,frequency,none,False,AdaBoost,0.734857601283594
imdb,True,50.0,stem,frequency,none,True,Decision Tree,0.6453893546106454
imdb,True,50.0,stem,frequency,none,True,Random Forest,0.755059316120028
imdb,True,50.0,stem,frequency,none,True,Gradient Boosting,0.7527287160150824
imdb,True,50.0,stem,frequency,none,True,AdaBoost,0.7505448781454329
imdb,True,50.0,stem,frequency,noun,False,Decision Tree,0.5726149483491999
imdb,True,50.0,stem,frequency,noun,False,Random Forest,0.6762647470505899
imdb,True,50.0,stem,frequency,noun,False,Gradient Boosting,0.6831585196912725
imdb,True,50.0,stem,frequency,noun,False,AdaBoost,0.6691264459513363
imdb,True,50.0,stem,frequency,noun,True,Decision Tree,0.5640310695080661
imdb,True,50.0,stem,frequency,noun,True,Random Forest,0.6472303206997084
imdb,True,50.0,stem,frequency,noun,True,Gradient Boosting,0.6556388050987643
imdb,True,50.0,stem,frequency,noun,True,AdaBoost,0.6527791297576171
imdb,True,50.0,stem,tfidf,none,False,Decision Tree,0.7252636865896535
imdb,True,50.0,stem,tfidf,none,False,Random Forest,0.8272709202941761
imdb,True,50.0,stem,tfidf,none,False,Gradient Boosting,0.8276614743526144
imdb,True,50.0,stem,tfidf,none,False,AdaBoost,0.8095619123824765
imdb,True,50.0,stem,tfidf,none,True,Decision Tree,0.7344587081774993
imdb,True,50.0,stem,tfidf,none,True,Random Forest,0.8219806522389548
imdb,True,50.0,stem,tfidf,none,True,Gradient Boosting,0.8195737015911138
imdb,True,50.0,stem,tfidf,none,True,AdaBoost,0.8166034723608062
imdb,True,50.0,stem,tfidf,noun,False,Decision Tree,0.5953346855983773
imdb,True,50.0,stem,tfidf,noun,False,Random Forest,0.7028559854162447
imdb,True,50.0,stem,tfidf,noun,False,Gradient Boosting,0.7071449865845175
imdb,True,50.0,stem,tfidf,noun,False,AdaBoost,0.6957470010905126
imdb,True,50.0,stem,tfidf,noun,True,Decision Tree,0.5957701516360734
imdb,True,50.0,stem,tfidf,noun,True,Random Forest,0.6756919374247894
imdb,True,50.0,stem,tfidf,noun,True,Gradient Boosting,0.6864506052323311
imdb,True,50.0,stem,tfidf,noun,True,AdaBoost,0.6785055798156235
